NAME,topic,group,geography,label,estimate,pct,reliable,estimate_reliable,pct_reliable
"Pinal County, Arizona",cvap,Asian American Alone,county,CVAP,7085,0.596,YES,7085,0.596
"Pinal County, Arizona",cvap,NHPI Alone,county,CVAP,1320,0.913,YES,1320,0.913
"Santa Cruz County, Arizona",cvap,Asian American Alone,county,CVAP,390,0.385,YES,390,0.385
"Santa Cruz County, Arizona",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Yavapai County, Arizona",cvap,Asian American Alone,county,CVAP,2250,0.747,YES,2250,0.747
"Yavapai County, Arizona",cvap,NHPI Alone,county,CVAP,190,1,NO,,
"Yuma County, Arizona",cvap,Asian American Alone,county,CVAP,2420,0.688,YES,2420,0.688
"Yuma County, Arizona",cvap,NHPI Alone,county,CVAP,100,0.85,NO,,
"Arkansas County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Arkansas County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ashley County, Arkansas",cvap,Asian American Alone,county,CVAP,45,0.889,NO,,
"Ashley County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Baxter County, Arkansas",cvap,Asian American Alone,county,CVAP,245,0.878,YES,245,0.878
"Baxter County, Arkansas",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Benton County, Arkansas",cvap,Asian American Alone,county,CVAP,10020,0.296,YES,10020,0.296
"Benton County, Arkansas",cvap,NHPI Alone,county,CVAP,1440,0.205,YES,1440,0.205
"Boone County, Arkansas",cvap,Asian American Alone,county,CVAP,190,0.158,NO,,
"Boone County, Arkansas",cvap,NHPI Alone,county,CVAP,35,1,NO,,
"Bradley County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Bradley County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Calhoun County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Calhoun County, Arkansas",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Carroll County, Arkansas",cvap,Asian American Alone,county,CVAP,335,0.358,NO,,
"Carroll County, Arkansas",cvap,NHPI Alone,county,CVAP,210,0.019,NO,,
"Chicot County, Arkansas",cvap,Asian American Alone,county,CVAP,45,1,NO,,
"Chicot County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Clark County, Arkansas",cvap,Asian American Alone,county,CVAP,155,0.71,YES,155,0.71
"Clark County, Arkansas",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Clay County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Clay County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Cleburne County, Arkansas",cvap,Asian American Alone,county,CVAP,150,0.6,NO,,
"Cleburne County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Cleveland County, Arkansas",cvap,Asian American Alone,county,CVAP,4,1,YES,4,1
"Cleveland County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Columbia County, Arkansas",cvap,Asian American Alone,county,CVAP,265,0.509,YES,265,0.509
"Columbia County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Conway County, Arkansas",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Conway County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Craighead County, Arkansas",cvap,Asian American Alone,county,CVAP,1330,0.229,YES,1330,0.229
"Craighead County, Arkansas",cvap,NHPI Alone,county,CVAP,200,0,NO,,
"Crawford County, Arkansas",cvap,Asian American Alone,county,CVAP,1155,0.459,YES,1155,0.459
"Crawford County, Arkansas",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Crittenden County, Arkansas",cvap,Asian American Alone,county,CVAP,350,0.486,YES,350,0.486
"Crittenden County, Arkansas",cvap,NHPI Alone,county,CVAP,75,0.333,NO,,
"Cross County, Arkansas",cvap,Asian American Alone,county,CVAP,10,0,NO,,
"Cross County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dallas County, Arkansas",cvap,Asian American Alone,county,CVAP,25,1,NO,,
"Dallas County, Arkansas",cvap,NHPI Alone,county,CVAP,15,0.667,NO,,
"Desha County, Arkansas",cvap,Asian American Alone,county,CVAP,40,0,NO,,
"Desha County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Drew County, Arkansas",cvap,Asian American Alone,county,CVAP,45,0.556,NO,,
"Drew County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Faulkner County, Arkansas",cvap,Asian American Alone,county,CVAP,1625,0.409,YES,1625,0.409
"Faulkner County, Arkansas",cvap,NHPI Alone,county,CVAP,165,0.303,NO,,
"Franklin County, Arkansas",cvap,Asian American Alone,county,CVAP,105,1,NO,,
"Franklin County, Arkansas",cvap,NHPI Alone,county,CVAP,30,0,NO,,
"Fulton County, Arkansas",cvap,Asian American Alone,county,CVAP,4,0,NO,,
"Fulton County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Garland County, Arkansas",cvap,Asian American Alone,county,CVAP,875,0.606,YES,875,0.606
"Garland County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Grant County, Arkansas",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Grant County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Greene County, Arkansas",cvap,Asian American Alone,county,CVAP,130,0.231,NO,,
"Greene County, Arkansas",cvap,NHPI Alone,county,CVAP,40,1,NO,,
"Hempstead County, Arkansas",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Hempstead County, Arkansas",cvap,NHPI Alone,county,CVAP,50,0.4,NO,,
"Hot Spring County, Arkansas",cvap,Asian American Alone,county,CVAP,140,0.679,YES,140,0.679
"Hot Spring County, Arkansas",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Howard County, Arkansas",cvap,Asian American Alone,county,CVAP,35,0.286,NO,,
"Howard County, Arkansas",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"Independence County, Arkansas",cvap,Asian American Alone,county,CVAP,235,0.681,YES,235,0.681
"Independence County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Izard County, Arkansas",cvap,Asian American Alone,county,CVAP,20,0,NO,,
"Izard County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jackson County, Arkansas",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Jackson County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Jefferson County, Arkansas",cvap,Asian American Alone,county,CVAP,660,0.402,YES,660,0.402
"Jefferson County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Johnson County, Arkansas",cvap,Asian American Alone,county,CVAP,490,0.367,NO,,
"Johnson County, Arkansas",cvap,NHPI Alone,county,CVAP,20,0.2,NO,,
"Lafayette County, Arkansas",cvap,Asian American Alone,county,CVAP,35,0.571,NO,,
"Lafayette County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lawrence County, Arkansas",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Lawrence County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Lee County, Arkansas",cvap,Asian American Alone,county,CVAP,15,1,NO,,
"Lee County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lincoln County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Lincoln County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Little River County, Arkansas",cvap,Asian American Alone,county,CVAP,45,1,NO,,
"Little River County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Logan County, Arkansas",cvap,Asian American Alone,county,CVAP,505,0.406,YES,505,0.406
"Logan County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lonoke County, Arkansas",cvap,Asian American Alone,county,CVAP,480,0.615,YES,480,0.615
"Lonoke County, Arkansas",cvap,NHPI Alone,county,CVAP,85,0.294,NO,,
"Madison County, Arkansas",cvap,Asian American Alone,county,CVAP,160,0.969,NO,,
"Madison County, Arkansas",cvap,NHPI Alone,county,CVAP,60,0.067,NO,,
"Marion County, Arkansas",cvap,Asian American Alone,county,CVAP,70,0.143,NO,,
"Marion County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Miller County, Arkansas",cvap,Asian American Alone,county,CVAP,180,0,NO,,
"Miller County, Arkansas",cvap,NHPI Alone,county,CVAP,35,0,NO,,
"Mississippi County, Arkansas",cvap,Asian American Alone,county,CVAP,235,0.702,YES,235,0.702
"Mississippi County, Arkansas",cvap,NHPI Alone,county,CVAP,25,1,NO,,
"Monroe County, Arkansas",cvap,Asian American Alone,county,CVAP,30,0.5,NO,,
"Monroe County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Montgomery County, Arkansas",cvap,Asian American Alone,county,CVAP,105,0.381,NO,,
"Montgomery County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Nevada County, Arkansas",cvap,Asian American Alone,county,CVAP,25,0.8,NO,,
"Nevada County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Newton County, Arkansas",cvap,Asian American Alone,county,CVAP,20,0,NO,,
"Newton County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ouachita County, Arkansas",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Ouachita County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Perry County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Perry County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Phillips County, Arkansas",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Phillips County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pike County, Arkansas",cvap,Asian American Alone,county,CVAP,45,0.667,NO,,
"Pike County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Poinsett County, Arkansas",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Poinsett County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Polk County, Arkansas",cvap,Asian American Alone,county,CVAP,155,0.71,NO,,
"Polk County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pope County, Arkansas",cvap,Asian American Alone,county,CVAP,675,0.244,YES,675,0.244
"Pope County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Prairie County, Arkansas",cvap,Asian American Alone,county,CVAP,30,0.5,NO,,
"Prairie County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pulaski County, Arkansas",cvap,Asian American Alone,county,CVAP,8660,0.456,YES,8660,0.456
"Pulaski County, Arkansas",cvap,NHPI Alone,county,CVAP,120,0.75,YES,120,0.75
"Randolph County, Arkansas",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Randolph County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"St. Francis County, Arkansas",cvap,Asian American Alone,county,CVAP,150,0.333,NO,,
"St. Francis County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Saline County, Arkansas",cvap,Asian American Alone,county,CVAP,1385,0.516,YES,1385,0.516
"Saline County, Arkansas",cvap,NHPI Alone,county,CVAP,50,0.6,YES,50,0.6
"Scott County, Arkansas",cvap,Asian American Alone,county,CVAP,95,0.947,NO,,
"Scott County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Searcy County, Arkansas",cvap,Asian American Alone,county,CVAP,95,1,NO,,
"Searcy County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Sebastian County, Arkansas",cvap,Asian American Alone,county,CVAP,5755,0.593,YES,5755,0.593
"Sebastian County, Arkansas",cvap,NHPI Alone,county,CVAP,20,0,NO,,
"Sevier County, Arkansas",cvap,Asian American Alone,county,CVAP,60,0.417,NO,,
"Sevier County, Arkansas",cvap,NHPI Alone,county,CVAP,50,0.3,NO,,
"Sharp County, Arkansas",cvap,Asian American Alone,county,CVAP,20,1,NO,,
"Sharp County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Stone County, Arkansas",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Stone County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Union County, Arkansas",cvap,Asian American Alone,county,CVAP,225,0.311,NO,,
"Union County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Van Buren County, Arkansas",cvap,Asian American Alone,county,CVAP,15,1,NO,,
"Van Buren County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Washington County, Arkansas",cvap,Asian American Alone,county,CVAP,5540,0.533,YES,5540,0.533
"Washington County, Arkansas",cvap,NHPI Alone,county,CVAP,5425,0.131,YES,5425,0.131
"White County, Arkansas",cvap,Asian American Alone,county,CVAP,550,0.391,NO,,
"White County, Arkansas",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Woodruff County, Arkansas",cvap,Asian American Alone,county,CVAP,90,0.044,NO,,
"Woodruff County, Arkansas",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Yell County, Arkansas",cvap,Asian American Alone,county,CVAP,215,0.465,NO,,
"Yell County, Arkansas",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Alameda County, California",cvap,Asian American Alone,county,CVAP,487340,0.57,YES,487340,0.57
"Alameda County, California",cvap,NHPI Alone,county,CVAP,13335,0.706,YES,13335,0.706
"Alpine County, California",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Alpine County, California",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Amador County, California",cvap,Asian American Alone,county,CVAP,465,0.527,YES,465,0.527
"Amador County, California",cvap,NHPI Alone,county,CVAP,70,0.429,NO,,
"Butte County, California",cvap,Asian American Alone,county,CVAP,10025,0.648,YES,10025,0.648
"Butte County, California",cvap,NHPI Alone,county,CVAP,340,0.765,NO,,
"Calaveras County, California",cvap,Asian American Alone,county,CVAP,570,0.675,YES,570,0.675
"Calaveras County, California",cvap,NHPI Alone,county,CVAP,125,0.36,NO,,
"Colusa County, California",cvap,Asian American Alone,county,CVAP,325,0.8,YES,325,0.8
"Colusa County, California",cvap,NHPI Alone,county,CVAP,55,0.727,NO,,
"Contra Costa County, California",cvap,Asian American Alone,county,CVAP,183960,0.607,YES,183960,0.607
"Contra Costa County, California",cvap,NHPI Alone,county,CVAP,5280,0.589,YES,5280,0.589
"Del Norte County, California",cvap,Asian American Alone,county,CVAP,950,0.532,YES,950,0.532
"Del Norte County, California",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"El Dorado County, California",cvap,Asian American Alone,county,CVAP,8245,0.599,YES,8245,0.599
"El Dorado County, California",cvap,NHPI Alone,county,CVAP,395,0.468,YES,395,0.468
"Fresno County, California",cvap,Asian American Alone,county,CVAP,98770,0.571,YES,98770,0.571
"Fresno County, California",cvap,NHPI Alone,county,CVAP,1115,0.632,YES,1115,0.632
"Glenn County, California",cvap,Asian American Alone,county,CVAP,820,0.287,NO,,
"Glenn County, California",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Humboldt County, California",cvap,Asian American Alone,county,CVAP,4050,0.548,YES,4050,0.548
"Humboldt County, California",cvap,NHPI Alone,county,CVAP,370,0.959,YES,370,0.959
"Imperial County, California",cvap,Asian American Alone,county,CVAP,2380,0.498,YES,2380,0.498
"Imperial County, California",cvap,NHPI Alone,county,CVAP,305,0.934,NO,,
"Inyo County, California",cvap,Asian American Alone,county,CVAP,290,0.672,YES,290,0.672
"Inyo County, California",cvap,NHPI Alone,county,CVAP,35,0.857,YES,35,0.857
"Kern County, California",cvap,Asian American Alone,county,CVAP,41225,0.544,YES,41225,0.544
"Kern County, California",cvap,NHPI Alone,county,CVAP,1175,0.689,YES,1175,0.689
"Kings County, California",cvap,Asian American Alone,county,CVAP,5735,0.656,YES,5735,0.656
"Kings County, California",cvap,NHPI Alone,county,CVAP,285,0.439,NO,,
"Lake County, California",cvap,Asian American Alone,county,CVAP,735,0.68,YES,735,0.68
"Lake County, California",cvap,NHPI Alone,county,CVAP,30,1,NO,,
"Lassen County, California",cvap,Asian American Alone,county,CVAP,475,0.621,YES,475,0.621
"Lassen County, California",cvap,NHPI Alone,county,CVAP,205,0.512,NO,,
"Los Angeles County, California",cvap,Asian American Alone,county,CVAP,1464230,0.63,YES,1464230,0.63
"Los Angeles County, California",cvap,NHPI Alone,county,CVAP,25295,0.681,YES,25295,0.681
"Madera County, California",cvap,Asian American Alone,county,CVAP,3195,0.643,YES,3195,0.643
"Madera County, California",cvap,NHPI Alone,county,CVAP,135,1,NO,,
"Marin County, California",cvap,Asian American Alone,county,CVAP,15095,0.649,YES,15095,0.649
"Marin County, California",cvap,NHPI Alone,county,CVAP,295,0.763,YES,295,0.763
"Mariposa County, California",cvap,Asian American Alone,county,CVAP,245,0.408,YES,245,0.408
"Mariposa County, California",cvap,NHPI Alone,county,CVAP,55,1,NO,,
"Mendocino County, California",cvap,Asian American Alone,county,CVAP,1770,0.661,YES,1770,0.661
"Mendocino County, California",cvap,NHPI Alone,county,CVAP,170,0.941,YES,170,0.941
"Merced County, California",cvap,Asian American Alone,county,CVAP,19660,0.591,YES,19660,0.591
"Merced County, California",cvap,NHPI Alone,county,CVAP,555,0.568,YES,555,0.568
"Modoc County, California",cvap,Asian American Alone,county,CVAP,130,0.692,NO,,
"Modoc County, California",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Mono County, California",cvap,Asian American Alone,county,CVAP,335,0.134,NO,,
"Mono County, California",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Monterey County, California",cvap,Asian American Alone,county,CVAP,23785,0.641,YES,23785,0.641
"Monterey County, California",cvap,NHPI Alone,county,CVAP,1965,0.702,YES,1965,0.702
"Napa County, California",cvap,Asian American Alone,county,CVAP,11310,0.642,YES,11310,0.642
"Napa County, California",cvap,NHPI Alone,county,CVAP,265,0.83,YES,265,0.83
"Nevada County, California",cvap,Asian American Alone,county,CVAP,990,0.692,YES,990,0.692
"Nevada County, California",cvap,NHPI Alone,county,CVAP,155,0.452,NO,,
"Orange County, California",cvap,Asian American Alone,county,CVAP,633510,0.635,YES,633510,0.635
"Orange County, California",cvap,NHPI Alone,county,CVAP,8610,0.739,YES,8610,0.739
"Placer County, California",cvap,Asian American Alone,county,CVAP,27490,0.628,YES,27490,0.628
"Placer County, California",cvap,NHPI Alone,county,CVAP,585,0.795,YES,585,0.795
"Plumas County, California",cvap,Asian American Alone,county,CVAP,200,0.75,YES,200,0.75
"Plumas County, California",cvap,NHPI Alone,county,CVAP,40,0,NO,,
"Riverside County, California",cvap,Asian American Alone,county,CVAP,149080,0.624,YES,149080,0.624
"Riverside County, California",cvap,NHPI Alone,county,CVAP,5925,0.741,YES,5925,0.741
"Sacramento County, California",cvap,Asian American Alone,county,CVAP,234630,0.618,YES,234630,0.618
"Sacramento County, California",cvap,NHPI Alone,county,CVAP,16935,0.585,YES,16935,0.585
"San Benito County, California",cvap,Asian American Alone,county,CVAP,1735,0.605,YES,1735,0.605
"San Benito County, California",cvap,NHPI Alone,county,CVAP,85,0.529,NO,,
"San Bernardino County, California",cvap,Asian American Alone,county,CVAP,147395,0.586,YES,147395,0.586
"San Bernardino County, California",cvap,NHPI Alone,county,CVAP,6200,0.689,YES,6200,0.689
"San Diego County, California",cvap,Asian American Alone,county,CVAP,384745,0.619,YES,384745,0.619
"San Diego County, California",cvap,NHPI Alone,county,CVAP,12895,0.811,YES,12895,0.811
"San Francisco County, California",cvap,Asian American Alone,county,CVAP,297135,0.714,YES,297135,0.714
"San Francisco County, California",cvap,NHPI Alone,county,CVAP,2750,0.725,YES,2750,0.725
"San Joaquin County, California",cvap,Asian American Alone,county,CVAP,111050,0.572,YES,111050,0.572
"San Joaquin County, California",cvap,NHPI Alone,county,CVAP,3960,0.64,YES,3960,0.64
"San Luis Obispo County, California",cvap,Asian American Alone,county,CVAP,10060,0.759,YES,10060,0.759
"San Luis Obispo County, California",cvap,NHPI Alone,county,CVAP,275,0.8,NO,,
"San Mateo County, California",cvap,Asian American Alone,county,CVAP,213945,0.637,YES,213945,0.637
"San Mateo County, California",cvap,NHPI Alone,county,CVAP,10530,0.624,YES,10530,0.624
"Santa Barbara County, California",cvap,Asian American Alone,county,CVAP,23145,0.63,YES,23145,0.63
"Santa Barbara County, California",cvap,NHPI Alone,county,CVAP,500,0.88,YES,500,0.88
"Santa Clara County, California",cvap,Asian American Alone,county,CVAP,689240,0.541,YES,689240,0.541
"Santa Clara County, California",cvap,NHPI Alone,county,CVAP,6600,0.735,YES,6600,0.735
"Santa Cruz County, California",cvap,Asian American Alone,county,CVAP,12220,0.695,YES,12220,0.695
"Santa Cruz County, California",cvap,NHPI Alone,county,CVAP,210,0.905,YES,210,0.905
"Shasta County, California",cvap,Asian American Alone,county,CVAP,5330,0.544,YES,5330,0.544
"Shasta County, California",cvap,NHPI Alone,county,CVAP,180,0.889,NO,,
"Sierra County, California",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Sierra County, California",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Siskiyou County, California",cvap,Asian American Alone,county,CVAP,695,0.597,YES,695,0.597
"Siskiyou County, California",cvap,NHPI Alone,county,CVAP,120,0.667,YES,120,0.667
"Solano County, California",cvap,Asian American Alone,county,CVAP,66230,0.678,YES,66230,0.678
"Solano County, California",cvap,NHPI Alone,county,CVAP,3950,0.692,YES,3950,0.692
"Sonoma County, California",cvap,Asian American Alone,county,CVAP,19800,0.656,YES,19800,0.656
"Sonoma County, California",cvap,NHPI Alone,county,CVAP,1405,0.673,YES,1405,0.673
"Stanislaus County, California",cvap,Asian American Alone,county,CVAP,28900,0.611,YES,28900,0.611
"Stanislaus County, California",cvap,NHPI Alone,county,CVAP,3930,0.659,YES,3930,0.659
"Sutter County, California",cvap,Asian American Alone,county,CVAP,14825,0.575,YES,14825,0.575
"Sutter County, California",cvap,NHPI Alone,county,CVAP,375,0.72,YES,375,0.72
"Tehama County, California",cvap,Asian American Alone,county,CVAP,970,0.557,YES,970,0.557
"Tehama County, California",cvap,NHPI Alone,county,CVAP,15,0.667,NO,,
"Trinity County, California",cvap,Asian American Alone,county,CVAP,180,0.611,YES,180,0.611
"Trinity County, California",cvap,NHPI Alone,county,CVAP,160,0.656,NO,,
"Tulare County, California",cvap,Asian American Alone,county,CVAP,14890,0.587,YES,14890,0.587
"Tulare County, California",cvap,NHPI Alone,county,CVAP,585,0.581,YES,585,0.581
"Tuolumne County, California",cvap,Asian American Alone,county,CVAP,730,0.466,YES,730,0.466
"Tuolumne County, California",cvap,NHPI Alone,county,CVAP,125,0.88,YES,125,0.88
"Ventura County, California",cvap,Asian American Alone,county,CVAP,60570,0.634,YES,60570,0.634
"Ventura County, California",cvap,NHPI Alone,county,CVAP,1485,0.754,YES,1485,0.754
"Yolo County, California",cvap,Asian American Alone,county,CVAP,29550,0.605,YES,29550,0.605
"Yolo County, California",cvap,NHPI Alone,county,CVAP,925,0.724,YES,925,0.724
"Yuba County, California",cvap,Asian American Alone,county,CVAP,5050,0.607,YES,5050,0.607
"Yuba County, California",cvap,NHPI Alone,county,CVAP,290,0.569,YES,290,0.569
