NAME,topic,group,geography,label,estimate,pct,reliable,estimate_reliable,pct_reliable
"Custer County, Montana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Daniels County, Montana",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Daniels County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dawson County, Montana",cvap,Asian American Alone,county,CVAP,20,0.75,NO,,
"Dawson County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Deer Lodge County, Montana",cvap,Asian American Alone,county,CVAP,60,1,NO,,
"Deer Lodge County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Fallon County, Montana",cvap,Asian American Alone,county,CVAP,20,0,NO,,
"Fallon County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Fergus County, Montana",cvap,Asian American Alone,county,CVAP,115,0.565,NO,,
"Fergus County, Montana",cvap,NHPI Alone,county,CVAP,70,0.429,NO,,
"Flathead County, Montana",cvap,Asian American Alone,county,CVAP,695,0.518,YES,695,0.518
"Flathead County, Montana",cvap,NHPI Alone,county,CVAP,45,0.778,NO,,
"Gallatin County, Montana",cvap,Asian American Alone,county,CVAP,1485,0.552,YES,1485,0.552
"Gallatin County, Montana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Garfield County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Garfield County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Glacier County, Montana",cvap,Asian American Alone,county,CVAP,15,0.267,NO,,
"Glacier County, Montana",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Golden Valley County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Golden Valley County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Granite County, Montana",cvap,Asian American Alone,county,CVAP,4,0,NO,,
"Granite County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hill County, Montana",cvap,Asian American Alone,county,CVAP,65,0.308,NO,,
"Hill County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jefferson County, Montana",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Jefferson County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Judith Basin County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Judith Basin County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lake County, Montana",cvap,Asian American Alone,county,CVAP,105,0.429,NO,,
"Lake County, Montana",cvap,NHPI Alone,county,CVAP,50,0.3,NO,,
"Lewis and Clark County, Montana",cvap,Asian American Alone,county,CVAP,415,0.675,YES,415,0.675
"Lewis and Clark County, Montana",cvap,NHPI Alone,county,CVAP,45,0.556,NO,,
"Liberty County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Liberty County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lincoln County, Montana",cvap,Asian American Alone,county,CVAP,95,0.684,NO,,
"Lincoln County, Montana",cvap,NHPI Alone,county,CVAP,30,1,NO,,
"McCone County, Montana",cvap,Asian American Alone,county,CVAP,10,0,NO,,
"McCone County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Madison County, Montana",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Madison County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Meagher County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Meagher County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Mineral County, Montana",cvap,Asian American Alone,county,CVAP,60,0.25,NO,,
"Mineral County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Missoula County, Montana",cvap,Asian American Alone,county,CVAP,1860,0.435,YES,1860,0.435
"Missoula County, Montana",cvap,NHPI Alone,county,CVAP,110,1,NO,,
"Musselshell County, Montana",cvap,Asian American Alone,county,CVAP,20,0.75,NO,,
"Musselshell County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Park County, Montana",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Park County, Montana",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Petroleum County, Montana",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Petroleum County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Phillips County, Montana",cvap,Asian American Alone,county,CVAP,20,1,NO,,
"Phillips County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pondera County, Montana",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Pondera County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Powder River County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Powder River County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Powell County, Montana",cvap,Asian American Alone,county,CVAP,35,1,NO,,
"Powell County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Prairie County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Prairie County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ravalli County, Montana",cvap,Asian American Alone,county,CVAP,235,0.574,YES,235,0.574
"Ravalli County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Richland County, Montana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Richland County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Roosevelt County, Montana",cvap,Asian American Alone,county,CVAP,40,0.625,NO,,
"Roosevelt County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Rosebud County, Montana",cvap,Asian American Alone,county,CVAP,100,0.45,NO,,
"Rosebud County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Sanders County, Montana",cvap,Asian American Alone,county,CVAP,60,0.667,NO,,
"Sanders County, Montana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Sheridan County, Montana",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Sheridan County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Silver Bow County, Montana",cvap,Asian American Alone,county,CVAP,275,0.764,NO,,
"Silver Bow County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Stillwater County, Montana",cvap,Asian American Alone,county,CVAP,20,0.2,YES,20,0.2
"Stillwater County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Sweet Grass County, Montana",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Sweet Grass County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Teton County, Montana",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Teton County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Toole County, Montana",cvap,Asian American Alone,county,CVAP,125,0.48,NO,,
"Toole County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Treasure County, Montana",cvap,Asian American Alone,county,CVAP,15,1,NO,,
"Treasure County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Valley County, Montana",cvap,Asian American Alone,county,CVAP,30,0.333,NO,,
"Valley County, Montana",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"Wheatland County, Montana",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Wheatland County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Wibaux County, Montana",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Wibaux County, Montana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Yellowstone County, Montana",cvap,Asian American Alone,county,CVAP,985,0.619,YES,985,0.619
"Yellowstone County, Montana",cvap,NHPI Alone,county,CVAP,210,0.619,NO,,
"Adams County, Nebraska",cvap,Asian American Alone,county,CVAP,395,0.532,YES,395,0.532
"Adams County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Antelope County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Antelope County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Arthur County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Arthur County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Banner County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Banner County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Blaine County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Blaine County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Boone County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Boone County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Box Butte County, Nebraska",cvap,Asian American Alone,county,CVAP,35,0.114,NO,,
"Box Butte County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Boyd County, Nebraska",cvap,Asian American Alone,county,CVAP,15,0,NO,,
"Boyd County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Brown County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Brown County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Buffalo County, Nebraska",cvap,Asian American Alone,county,CVAP,695,0.475,YES,695,0.475
"Buffalo County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Burt County, Nebraska",cvap,Asian American Alone,county,CVAP,30,0.667,NO,,
"Burt County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Butler County, Nebraska",cvap,Asian American Alone,county,CVAP,40,0.75,NO,,
"Butler County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Cass County, Nebraska",cvap,Asian American Alone,county,CVAP,75,0.6,NO,,
"Cass County, Nebraska",cvap,NHPI Alone,county,CVAP,55,1,NO,,
"Cedar County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Cedar County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Chase County, Nebraska",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Chase County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Cherry County, Nebraska",cvap,Asian American Alone,county,CVAP,20,0.75,NO,,
"Cherry County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Cheyenne County, Nebraska",cvap,Asian American Alone,county,CVAP,125,0.08,NO,,
"Cheyenne County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Clay County, Nebraska",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Clay County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Colfax County, Nebraska",cvap,Asian American Alone,county,CVAP,65,0.385,NO,,
"Colfax County, Nebraska",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Cuming County, Nebraska",cvap,Asian American Alone,county,CVAP,30,0.333,NO,,
"Cuming County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Custer County, Nebraska",cvap,Asian American Alone,county,CVAP,80,0.875,NO,,
"Custer County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dakota County, Nebraska",cvap,Asian American Alone,county,CVAP,655,0.29,YES,655,0.29
"Dakota County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dawes County, Nebraska",cvap,Asian American Alone,county,CVAP,50,0.2,NO,,
"Dawes County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dawson County, Nebraska",cvap,Asian American Alone,county,CVAP,80,0.5,NO,,
"Dawson County, Nebraska",cvap,NHPI Alone,county,CVAP,20,0,NO,,
"Deuel County, Nebraska",cvap,Asian American Alone,county,CVAP,15,1,NO,,
"Deuel County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dixon County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Dixon County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Dodge County, Nebraska",cvap,Asian American Alone,county,CVAP,160,0.562,NO,,
"Dodge County, Nebraska",cvap,NHPI Alone,county,CVAP,60,0.667,NO,,
"Douglas County, Nebraska",cvap,Asian American Alone,county,CVAP,20280,0.296,YES,20280,0.296
"Douglas County, Nebraska",cvap,NHPI Alone,county,CVAP,250,0.86,YES,250,0.86
"Dundy County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Dundy County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Fillmore County, Nebraska",cvap,Asian American Alone,county,CVAP,15,1,NO,,
"Fillmore County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Franklin County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,YES,4,1
"Franklin County, Nebraska",cvap,NHPI Alone,county,CVAP,4,0,NO,,
"Frontier County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,YES,4,1
"Frontier County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Furnas County, Nebraska",cvap,Asian American Alone,county,CVAP,20,0.75,NO,,
"Furnas County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Gage County, Nebraska",cvap,Asian American Alone,county,CVAP,125,0.32,NO,,
"Gage County, Nebraska",cvap,NHPI Alone,county,CVAP,25,1,NO,,
"Garden County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Garden County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Garfield County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Garfield County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Gosper County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Gosper County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Grant County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Grant County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Greeley County, Nebraska",cvap,Asian American Alone,county,CVAP,10,0.4,NO,,
"Greeley County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hall County, Nebraska",cvap,Asian American Alone,county,CVAP,690,0.674,YES,690,0.674
"Hall County, Nebraska",cvap,NHPI Alone,county,CVAP,155,0.839,NO,,
"Hamilton County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,YES,4,1
"Hamilton County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Harlan County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Harlan County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Hayes County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Hayes County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hitchcock County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Hitchcock County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Holt County, Nebraska",cvap,Asian American Alone,county,CVAP,50,1,NO,,
"Holt County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Hooker County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Hooker County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Howard County, Nebraska",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Howard County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,YES,4,1
"Jefferson County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Jefferson County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Johnson County, Nebraska",cvap,Asian American Alone,county,CVAP,50,0.5,NO,,
"Johnson County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Kearney County, Nebraska",cvap,Asian American Alone,county,CVAP,20,0.2,NO,,
"Kearney County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Keith County, Nebraska",cvap,Asian American Alone,county,CVAP,65,0.692,NO,,
"Keith County, Nebraska",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Keya Paha County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Keya Paha County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Kimball County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Kimball County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Knox County, Nebraska",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Knox County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Lancaster County, Nebraska",cvap,Asian American Alone,county,CVAP,13215,0.43,YES,13215,0.43
"Lancaster County, Nebraska",cvap,NHPI Alone,county,CVAP,210,0.81,YES,210,0.81
"Lincoln County, Nebraska",cvap,Asian American Alone,county,CVAP,135,0.889,NO,,
"Lincoln County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Logan County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Logan County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Loup County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Loup County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"McPherson County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"McPherson County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Madison County, Nebraska",cvap,Asian American Alone,county,CVAP,525,0.19,NO,,
"Madison County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Merrick County, Nebraska",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Merrick County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Morrill County, Nebraska",cvap,Asian American Alone,county,CVAP,10,1,NO,,
"Morrill County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Nance County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,YES,4,1
"Nance County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Nemaha County, Nebraska",cvap,Asian American Alone,county,CVAP,50,1,YES,50,1
"Nemaha County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Nuckolls County, Nebraska",cvap,Asian American Alone,county,CVAP,55,0.073,NO,,
"Nuckolls County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Otoe County, Nebraska",cvap,Asian American Alone,county,CVAP,40,1,NO,,
"Otoe County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pawnee County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Pawnee County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Perkins County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Perkins County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Phelps County, Nebraska",cvap,Asian American Alone,county,CVAP,25,0.16,NO,,
"Phelps County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pierce County, Nebraska",cvap,Asian American Alone,county,CVAP,30,0.333,NO,,
"Pierce County, Nebraska",cvap,NHPI Alone,county,CVAP,4,0,NO,,
"Platte County, Nebraska",cvap,Asian American Alone,county,CVAP,255,0.431,NO,,
"Platte County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Polk County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Polk County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Red Willow County, Nebraska",cvap,Asian American Alone,county,CVAP,20,1,NO,,
"Red Willow County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Richardson County, Nebraska",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Richardson County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Rock County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Rock County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Saline County, Nebraska",cvap,Asian American Alone,county,CVAP,450,0.056,NO,,
"Saline County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Sarpy County, Nebraska",cvap,Asian American Alone,county,CVAP,4490,0.532,YES,4490,0.532
"Sarpy County, Nebraska",cvap,NHPI Alone,county,CVAP,185,0.784,YES,185,0.784
"Saunders County, Nebraska",cvap,Asian American Alone,county,CVAP,70,0.857,YES,70,0.857
"Saunders County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Scotts Bluff County, Nebraska",cvap,Asian American Alone,county,CVAP,235,0.489,YES,235,0.489
"Scotts Bluff County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Seward County, Nebraska",cvap,Asian American Alone,county,CVAP,100,0.5,YES,100,0.5
"Seward County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Sheridan County, Nebraska",cvap,Asian American Alone,county,CVAP,35,0.571,NO,,
"Sheridan County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Sherman County, Nebraska",cvap,Asian American Alone,county,CVAP,20,1,NO,,
"Sherman County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Sioux County, Nebraska",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Sioux County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Stanton County, Nebraska",cvap,Asian American Alone,county,CVAP,30,1,NO,,
"Stanton County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Thayer County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Thayer County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Thomas County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Thomas County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Thurston County, Nebraska",cvap,Asian American Alone,county,CVAP,50,0.2,NO,,
"Thurston County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Valley County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Valley County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Washington County, Nebraska",cvap,Asian American Alone,county,CVAP,60,0.667,NO,,
"Washington County, Nebraska",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Wayne County, Nebraska",cvap,Asian American Alone,county,CVAP,50,1,NO,,
"Wayne County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Webster County, Nebraska",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Webster County, Nebraska",cvap,NHPI Alone,county,CVAP,4,1,YES,4,1
"Wheeler County, Nebraska",cvap,Asian American Alone,county,CVAP,4,0,NO,,
"Wheeler County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"York County, Nebraska",cvap,Asian American Alone,county,CVAP,55,0.727,NO,,
"York County, Nebraska",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Churchill County, Nevada",cvap,Asian American Alone,county,CVAP,665,0.669,YES,665,0.669
"Churchill County, Nevada",cvap,NHPI Alone,county,CVAP,50,1,NO,,
"Clark County, Nevada",cvap,Asian American Alone,county,CVAP,203210,0.639,YES,203210,0.639
"Clark County, Nevada",cvap,NHPI Alone,county,CVAP,14680,0.714,YES,14680,0.714
"Douglas County, Nevada",cvap,Asian American Alone,county,CVAP,625,0.68,YES,625,0.68
"Douglas County, Nevada",cvap,NHPI Alone,county,CVAP,85,0.824,YES,85,0.824
"Elko County, Nevada",cvap,Asian American Alone,county,CVAP,595,0.504,YES,595,0.504
"Elko County, Nevada",cvap,NHPI Alone,county,CVAP,120,0.25,NO,,
"Esmeralda County, Nevada",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Esmeralda County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Eureka County, Nevada",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Eureka County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Humboldt County, Nevada",cvap,Asian American Alone,county,CVAP,85,0.412,NO,,
"Humboldt County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lander County, Nevada",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Lander County, Nevada",cvap,NHPI Alone,county,CVAP,50,1,NO,,
"Lincoln County, Nevada",cvap,Asian American Alone,county,CVAP,60,1,NO,,
"Lincoln County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lyon County, Nevada",cvap,Asian American Alone,county,CVAP,785,0.752,YES,785,0.752
"Lyon County, Nevada",cvap,NHPI Alone,county,CVAP,80,0.812,NO,,
"Mineral County, Nevada",cvap,Asian American Alone,county,CVAP,175,0.543,NO,,
"Mineral County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Nye County, Nevada",cvap,Asian American Alone,county,CVAP,705,0.716,YES,705,0.716
"Nye County, Nevada",cvap,NHPI Alone,county,CVAP,165,0.97,NO,,
"Pershing County, Nevada",cvap,Asian American Alone,county,CVAP,85,0.941,NO,,
"Pershing County, Nevada",cvap,NHPI Alone,county,CVAP,30,1,NO,,
"Storey County, Nevada",cvap,Asian American Alone,county,CVAP,40,0.5,NO,,
"Storey County, Nevada",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Washoe County, Nevada",cvap,Asian American Alone,county,CVAP,23320,0.626,YES,23320,0.626
"Washoe County, Nevada",cvap,NHPI Alone,county,CVAP,2660,0.699,YES,2660,0.699
"White Pine County, Nevada",cvap,Asian American Alone,county,CVAP,110,0.636,NO,,
"White Pine County, Nevada",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Carson City, Nevada",cvap,Asian American Alone,county,CVAP,1430,0.622,YES,1430,0.622
"Carson City, Nevada",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Belknap County, New Hampshire",cvap,Asian American Alone,county,CVAP,500,0.57,YES,500,0.57
"Belknap County, New Hampshire",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"Carroll County, New Hampshire",cvap,Asian American Alone,county,CVAP,350,0.386,YES,350,0.386
"Carroll County, New Hampshire",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Cheshire County, New Hampshire",cvap,Asian American Alone,county,CVAP,1195,0.502,YES,1195,0.502
"Cheshire County, New Hampshire",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Coos County, New Hampshire",cvap,Asian American Alone,county,CVAP,200,0.775,YES,200,0.775
"Coos County, New Hampshire",cvap,NHPI Alone,county,CVAP,25,1,NO,,
"Grafton County, New Hampshire",cvap,Asian American Alone,county,CVAP,3305,0.411,YES,3305,0.411
"Grafton County, New Hampshire",cvap,NHPI Alone,county,CVAP,50,1,YES,50,1
"Hillsborough County, New Hampshire",cvap,Asian American Alone,county,CVAP,16725,0.435,YES,16725,0.435
"Hillsborough County, New Hampshire",cvap,NHPI Alone,county,CVAP,110,0.909,NO,,
"Merrimack County, New Hampshire",cvap,Asian American Alone,county,CVAP,3135,0.298,YES,3135,0.298
"Merrimack County, New Hampshire",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Rockingham County, New Hampshire",cvap,Asian American Alone,county,CVAP,6010,0.512,YES,6010,0.512
"Rockingham County, New Hampshire",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Strafford County, New Hampshire",cvap,Asian American Alone,county,CVAP,4665,0.353,YES,4665,0.353
"Strafford County, New Hampshire",cvap,NHPI Alone,county,CVAP,25,0.6,NO,,
"Sullivan County, New Hampshire",cvap,Asian American Alone,county,CVAP,330,0.818,YES,330,0.818
"Sullivan County, New Hampshire",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Atlantic County, New Jersey",cvap,Asian American Alone,county,CVAP,21895,0.57,YES,21895,0.57
"Atlantic County, New Jersey",cvap,NHPI Alone,county,CVAP,100,0.75,YES,100,0.75
